	Category	Start Date	Status	Name		Duration	Linked	Owner	Details	
	Report	"22/3/2022, 11:25 am"	Confirmed	"stock report pt1"		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"22/3/2022, 11:05 am"	Confirmed	"working on internet offer pt1"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"22/3/2022, 10:40 am"	Confirmed	"helping David with DDA compliance"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"22/3/2022, 10:25 am"	Confirmed	"working on Supagas"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"22/3/2022, 10:15 am"	Confirmed	"Installing update for Daylite"		"10 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"22/3/2022, 10:00 am"	Confirmed	"Catching emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"21/3/2022, 3:45 pm"	Confirmed	"looking into the NZ redirect"		"5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Procurement	"21/3/2022, 3:35 pm"	Confirmed	"raising po for ROI"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"21/3/2022, 3:25 pm"	Confirmed	"meeting with Daniel regarding roll pins stock "		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"21/3/2022, 3:00 pm"	Confirmed	"Sales Catch up with Shaun"		"20 minutes"		"Lourdes Ordonez"		
	Meeting	"21/3/2022, 3:00 pm"	Confirmed	"sales meeting"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"21/3/2022, 2:50 pm"	Confirmed	"working on R60 potential ordering"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"21/3/2022, 2:35 pm"	Confirmed	"Looking into the Firewall Zoom issue"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"21/3/2022, 2:15 pm"	Confirmed	"meeting with Jenny and Shane regarding 7901-7905 "		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"21/3/2022, 1:55 pm"	Confirmed	"accounts pt3"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"21/3/2022, 1:30 pm"	Confirmed	"working with David on the Laser button"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	SRO	"21/3/2022, 1:15 pm"	Confirmed	"Meeting with Henry regarding SRO"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"21/3/2022, 12:30 pm"	Confirmed	"working on wels"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"21/3/2022, 12:25 pm"	Confirmed	"NZ website link correction"		"5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	SRO	"21/3/2022, 12:15 pm"	Confirmed	"meeting with Henry regarding SRO"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"21/3/2022, 12:05 pm"	Confirmed	"Meeting with Shane regarding the awards night"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"21/3/2022, 11:30 am"	Confirmed	"meeting with David regarding the laser for the buttons"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"21/3/2022, 10:50 am"	Confirmed	"accounts pt1"		"40 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"21/3/2022, 10:35 am"	Confirmed	"Catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"21/3/2022, 10:20 am"	Confirmed	"working on ID341"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	SRO	"21/3/2022, 10:05 am"	Confirmed	"Meeting with Henry regarding SROs"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"21/3/2022, 10:00 am"	Confirmed	"Meeting with David"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
		"21/3/2022, 9:30 am"	Confirmed	"Worklife Weekly Survey"		"5 minutes"		"Shaun Soria "		
	Operation	"18/3/2022, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	HR	"18/3/2022, 4:30 pm"	Confirmed	"working on policy OHS"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"WORKLIFE & OKR Objectives"	"18/3/2022, 4:00 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	📊Accounts	"18/3/2022, 3:30 pm"	Confirmed	"working on accounts pt1"		"30 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"18/3/2022, 3:15 pm"	Confirmed	"helping Jenny with BOMs and S/S shrouds"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"18/3/2022, 3:05 pm"	Confirmed	"PCF S/S update"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"18/3/2022, 2:45 pm"	Confirmed	"Working on NZ link redirection issue pt2"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"18/3/2022, 2:00 pm"	Confirmed	"Meeting regarding the internet - NexGen"		"45 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"18/3/2022, 1:45 pm"	Confirmed	"NZ link issue pt1"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Logistics	"18/3/2022, 1:35 pm"	Confirmed	"quick help with Logistics"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"18/3/2022, 1:10 pm"	Confirmed	"Meeting with Emar about Dear Accounts"		"25 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	📊Accounts	"18/3/2022, 1:00 pm"	Confirmed	"checking accounts"		"10 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	"Lunch Break"	"18/3/2022, 12:30 pm"	Confirmed	"lunch break"		"30 minutes"		"Shaun Soria "		
	Operation	"18/3/2022, 12:15 pm"	Confirmed	"Answering question for Shane"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"WORKLIFE & OKR Objectives"	"18/3/2022, 11:40 am"	Confirmed	"OKR Meeting"		"30 minutes"		"Lourdes Ordonez"		
	Operation	"18/3/2022, 11:40 am"	Confirmed	"OKR Meeting "		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"18/3/2022, 11:15 am"	Confirmed	"Checking if we can you use Dear account for Factory team"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"18/3/2022, 11:05 am"	Confirmed	"setting the templates in Dear with the logo"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"18/3/2022, 10:45 am"	Confirmed	"Working on ID320 ID289 + quick meeting with Daniel and Dil"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"18/3/2022, 10:40 am"	Confirmed	"Meeting with Henry regarding the filters"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"18/3/2022, 10:20 am"	Confirmed	"working on the NZ Google issues"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"18/3/2022, 10:15 am"	Confirmed	"testing Zoom "		"5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"18/3/2022, 10:00 am"	Confirmed	"Catching up with email"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"17/3/2022, 5:05 pm"	Confirmed	"Updating the S/S prices in the Brass vs S/S taps"		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Meeting	"17/3/2022, 5:00 pm"	Cancelled	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"17/3/2022, 5:00 pm"	Confirmed	"Quick meeting with Des "		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"17/3/2022, 4:40 pm"	Confirmed	"Working on inmould graphic "		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"17/3/2022, 4:25 pm"	Confirmed	"working on Ningbo Tango order"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"17/3/2022, 4:15 pm"	Confirmed	"checking the price per month we pay with Starface and Systima"		"10 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"17/3/2022, 3:55 pm"	Confirmed	"checking factory + catch up with Daniel"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"17/3/2022, 3:35 pm"	Confirmed	"Called Gareth"		"16 minutes"	"Gareth, Berkeley Engineering"	"Shaun Soria "		
	Operation	"17/3/2022, 3:30 pm"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	Operation	"17/3/2022, 3:16 pm"	Confirmed	"Incoming call"		"13 minutes"		"Shaun Soria "		
	IT	"17/3/2022, 3:15 pm"	Confirmed	"working with Systima to solve the Zoom issue"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"17/3/2022, 2:15 pm"	Confirmed	"looking into the NZ redirect issues"		"1 hour"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"17/3/2022, 2:00 pm"	Confirmed	"Meeting with Brendan Prod meeting"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"17/3/2022, 1:55 pm"	Confirmed	"Meeting with Des"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"17/3/2022, 1:30 pm"	Confirmed	"Checking part price for CI320816S"		"25 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Logistics	"17/3/2022, 1:20 pm"	Confirmed	"Meeting with Henry regarding the conference"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"17/3/2022, 1:00 pm"	Confirmed	"meeting with Factory Team regarding the stock reception"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"17/3/2022, 12:49 pm"	Confirmed	"Called Gareth"		"1 minute"	"Gareth, Berkeley Engineering"	"Shaun Soria "		
	📊Accounts	"17/3/2022, 12:20 pm"	Confirmed	"Checking with Emar Berkeley Outstandings"		"30 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Procurement	"17/3/2022, 11:10 am"	Confirmed	"Checking on R131 R132 R141 R140 R235 R236 stock levels / stock received / reordering "		"1 hour 10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"17/3/2022, 11:00 am"	Confirmed	"meeting with Jimmy regarding the inmould graphic for Maribyrnong"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"17/3/2022, 10:25 am"	Confirmed	"Meeting with David regarding watermark pressure AB/C3/F0 + Water Compressor + AU Filters"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"17/3/2022, 10:10 am"	Confirmed	"catching up with emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"17/3/2022, 10:05 am"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	Operation	"17/3/2022, 10:00 am"	Confirmed	"Quick meeting with Daniel and looking into the delivery: T15 and T30"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 5:10 pm"	Confirmed	"Dear logo template udpate Pt1"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 4:55 pm"	Confirmed	"working on Brass vs dispenser update pt1"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 4:30 pm"	Confirmed	"working on Dear templates to have the proper logos  pt1"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 4:20 pm"	Confirmed	"Meeting with Shane regarding maribynong football club"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 4:00 pm"	Confirmed	"working on maribynong football club"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Logistics	"16/3/2022, 3:45 pm"	Confirmed	"taking care of DHL "		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 3:30 pm"	Confirmed	"Meeting with Henry regarding CB45"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"16/3/2022, 3:10 pm"	Confirmed	"Installing updates for Daylite"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"16/3/2022, 3:00 pm"	Confirmed	"Sharing Von Pace vs Beta Metal"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 2:45 pm"	Confirmed	"Meeting with the production team"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"16/3/2022, 2:10 pm"	Confirmed	"Meeting with Joanne"		"35 minutes"		"Shaun Soria "		
	📊Accounts	"16/3/2022, 1:20 pm"	Confirmed	"Looking into Systima invoice and Contract"		"50 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"16/3/2022, 1:00 pm"	Confirmed	"Working on ID331 312 and SRO825 with Jenny"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 12:50 pm"	Confirmed	"looking into the inmould graphic price for marngrook"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 12:30 pm"	Confirmed	"Meeting with Shane regarding marngrook"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"16/3/2022, 12:00 pm"	Confirmed	"Working on Von Pace vs Beta Costings"		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Report	"16/3/2022, 11:05 am"	Confirmed	"Stock on Hand report pt1"		"55 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"16/3/2022, 10:55 am"	Confirmed	"Updating Calendar"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"16/3/2022, 10:45 am"	Confirmed	"Meeting with Joanne regarding OHS"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"16/3/2022, 10:30 am"	Confirmed	"Going through invoices / proc pt1"		"15 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"16/3/2022, 10:15 am"	Confirmed	"Catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/3/2022, 10:00 am"	Confirmed	"Meeting Barry and David regarding the forklift"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"15/3/2022, 5:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	HR	"15/3/2022, 3:50 pm"	Confirmed	"Report the Forklift issue | OH&S "		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"15/3/2022, 3:25 pm"	Confirmed	"Meeting with Jenny regarding the guitar, SRO & SDR pick ups, Uploading pictures in Dear, and Hydraulic Tail gate for pallets"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"15/3/2022, 3:10 pm"	Confirmed	"checking the frigmac stock"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"15/3/2022, 2:55 pm"	Confirmed	"Meeting with Barry regarding the goods being picked up and issue with the forklift"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"15/3/2022, 2:45 pm"	Confirmed	"Updating Monday OPs agenda"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"15/3/2022, 2:30 pm"	Confirmed	"Helping Jenny with Paperwork Logistics and NZ invocing"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"15/3/2022, 2:20 pm"	Confirmed	"Calling Lewis and Jenny to resolve INV-03703"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"15/3/2022, 2:15 pm"	Confirmed	"Helping Emar with SO-03715"		"5 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Logistics	"15/3/2022, 2:00 pm"	Confirmed	"Helping Jenny with Logistics"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"15/3/2022, 1:30 pm"	Confirmed	"ITGenius meeting"		"30 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Logistics	"15/3/2022, 1:05 pm"	Confirmed	"Working on Guitar Logistics"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"15/3/2022, 12:45 pm"	Confirmed	"Working on Von Pace order pt1"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"15/3/2022, 12:25 pm"	Confirmed	"Called Lewis regarding the Guitar pick up"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"15/3/2022, 12:15 pm"	Confirmed	"Meeting with Des"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"15/3/2022, 11:15 am"	Confirmed	"Ops Meeting with Ari"		"1 hour"		"Lourdes Ordonez"		
	Report	"15/3/2022, 10:45 am"	Confirmed	"Looking into stock velocity pt1"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"15/3/2022, 10:35 am"	Confirmed	"Looking into Github"		"10 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"15/3/2022, 10:15 am"	Confirmed	"working on Logistics for Jen's guitar"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"15/3/2022, 10:10 am"	Confirmed	"Meeting with Henry"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"15/3/2022, 10:00 am"	Confirmed	"Meeting with Barry"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"14/3/2022, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
		"14/3/2022, 9:30 am"	Confirmed	"Worklife Weekly Survey"		"5 minutes"		"Shaun Soria "		
	"VIC Holiday"	"14/3/2022, 12:00 am"	Confirmed	"Labour Day"		"1 day"		"Lourdes Ordonez"		
	"VIC Holiday"	"14/3/2022, 12:00 am"	Confirmed	"Labour Day"		"1 day"		"Lourdes Ordonez"		
	Operation	"11/3/2022, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	Logistics	"11/3/2022, 4:50 pm"	Confirmed	"Setting logistics for Jen's guitar"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"WORKLIFE & OKR Objectives"	"11/3/2022, 4:00 pm"	Confirmed	"AQB_Show N Tell"		"50 minutes"		"Lourdes Ordonez"	" "	
	Operation	"11/3/2022, 3:40 pm"	Confirmed	"preparing for the show n tell"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"11/3/2022, 3:30 pm"	Confirmed	"working on ID318"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"11/3/2022, 3:15 pm"	Confirmed	"working on ID323 and ID321"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"11/3/2022, 3:05 pm"	Confirmed	"Requesting Lee to provide Australia Made samples"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"11/3/2022, 2:45 pm"	Confirmed	"Helping Emar to locate a card expense"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Logistics	"11/3/2022, 2:30 pm"	Confirmed	"Checking Banner ETA with Evan Evans and Jimmy"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Logistics	"11/3/2022, 2:05 pm"	Confirmed	"Meeting with Shane and Henry regarding AHISA 22"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"11/3/2022, 1:55 pm"	Confirmed	"informing with factory team logistics"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"11/3/2022, 1:35 pm"	Confirmed	"Receiving PO-03174 3269 3270"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"11/3/2022, 1:25 pm"	Confirmed	"Printing list for Factory Team to take pictures in Dear"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"11/3/2022, 1:20 pm"	Confirmed	"Receiving PO-03248 "		"5 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	📊Accounts	"11/3/2022, 1:05 pm"	Confirmed	"checking INV 19985 & 19991 payment terms"		"15 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Procurement	"11/3/2022, 1:00 pm"	Confirmed	"Receiving PO-03270"		"5 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"11/3/2022, 12:45 pm"	Confirmed	"Requesting confirmation of DA for 7891-7900 second request"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
